Sample Number,Date Submitted,Analysis (Lead),Lead (ppb),Analysis (Copper),Copper (ppb),Street #,Street Name,City,Zip Code
LG05050,1/27/2016,Lead,0,Copper,0,3801 ,BROWNELL BLVD,FLINT,48504
LG18605,2/27/2016,Lead,0,Copper,0,3801 ,BROWNELL BLVD,FLINT,48504
LG16851,2/23/2016,Lead,0,Copper,0,3802 ,BROWNELL BLVD,FLINT,48504
LG05740,1/28/2016,Lead,15,Copper,0,3807 ,BROWNELL BLVD,FLINT,48504
LG21913,3/9/2016,Lead,0,Copper,140,3808,BROWNELL BLVD,FLINT,48504
LG01298,1/21/2016,Lead,0,Copper,0,3813 ,BROWNELL BLVD,FLINT,48504
LG10138,2/6/2016,Lead,2,Copper,0,3901 ,BROWNELL BLVD,FLINT,48504
LG16951,2/23/2016,Lead,6,Copper,230,3902 ,BROWNELL BLVD,FLINT,48504
LG06932,2/1/2016,Lead,10,Copper,0,3913 ,BROWNELL BLVD,FLINT,48504
LG05987,1/29/2016,Lead,0,Copper,70,4002 ,BROWNELL BLVD,FLINT,48504
LG04769,1/27/2016,Lead,4,Copper,50,4005 ,BROWNELL BLVD,FLINT,48504
LG38279,4/22/2016,Lead,0,Copper,0,4017,BROWNELL BLVD,FLINT,48504
LG11922,2/10/2016,Lead,0,Copper,110,4113 ,BROWNELL BLVD,FLINT,48504
LG08626,2/3/2016,Lead,0,Copper,0,4114 ,BROWNELL BLVD,FLINT,48504
LG24515,3/16/2016,Lead,0,Copper,0,4122,BROWNELL BLVD,FLINT,48504
LG18437,2/26/2016,Lead,0,Copper,60,4125 ,BROWNELL BLVD,FLINT,48504
LG10194,2/6/2016,Lead,1,Copper,110,4202 ,BROWNELL BLVD,FLINT,48504
LG16542,2/22/2016,Lead,0,Copper,0,4217 ,BROWNELL BLVD,FLINT,48504
LG16824,2/23/2016,Lead,0,Copper,80,4217 ,BROWNELL BLVD,FLINT,48504
LF91274,11/9/2015,Lead,2,Copper,120,4221 ,BROWNELL BLVD,FLINT,48504
LG48018,5/26/2016,Lead,8,Copper,170,4221,BROWNELL BLVD,FLINT,48504
LG15003,2/17/2016,Lead,0,Copper,0,4225 ,BROWNELL BLVD,FLINT,48504
LG10132,2/6/2016,Lead,3,Copper,80,4229 ,BROWNELL BLVD,FLINT,48504
LG08528,2/3/2016,Lead,0,Copper,0,4230 ,BROWNELL BLVD,FLINT,48504
LG16932,2/23/2016,Lead,0,Copper,0,4230 ,BROWNELL BLVD,FLINT,48504
LG13210,2/13/2016,Lead,0,Copper,60,143 ,BROWNING AVE,FLINT,48507
LG09122,2/4/2016,Lead,0,Copper,0,201 ,BROWNING AVE,FLINT,48507
LG17615,2/24/2016,Lead,0,Copper,0,201 ,BROWNING AVE,FLINT,48507
LG19753,3/2/2016,Lead,0,Copper,0,201 ,BROWNING AVE,FLINT,48507
LG24362,3/16/2016,Lead,3,Copper,100,201,BROWNING AVE,FLINT,48507
LG30142,3/30/2016,Lead,5,Copper,510,201,BROWNING AVE,FLINT,48507
LG35813,4/14/2016,Lead,4,Copper,70,201,BROWNING AVE,FLINT,48507
LG08462,2/3/2016,Lead,0,Copper,150,215 ,BROWNING AVE,FLINT,48507
LG17618,2/24/2016,Lead,0,Copper,130,215 ,BROWNING AVE,FLINT,48507
LG20015,3/3/2016,Lead,0,Copper,120,215 ,BROWNING AVE,FLINT,48507
LG23978,3/16/2016,Lead,0,Copper,130,215,BROWNING AVE,FLINT,48507
LG31552,4/5/2016,Lead,1,Copper,130,215,BROWNING AVE,FLINT,48507
LG35694,4/14/2016,Lead,0,Copper,120,215,BROWNING AVE,FLINT,48507
LG11949,2/10/2016,Lead,0,Copper,0,216 ,BROWNING AVE,FLINT,48507
LG09902,2/5/2016,Lead,780,Copper,590,232 ,BROWNING AVE,FLINT,48507
LG17656,2/24/2016,Lead,0,Copper,70,233 ,BROWNING AVE,FLINT,48507
LG19759,3/2/2016,Lead,0,Copper,0,233 ,BROWNING AVE,FLINT,48507
LG24294,3/16/2016,Lead,1,Copper,80,233,BROWNING AVE,FLINT,48507
LG30377,3/31/2016,Lead,0,Copper,0,233,BROWNING AVE,FLINT,48507
LG35740,4/14/2016,Lead,0,Copper,70,233,BROWNING AVE,FLINT,48507
LG17613,2/24/2016,Lead,0,Copper,0,237 ,BROWNING AVE,FLINT,48507
LG17610,2/24/2016,Lead,0,Copper,50,240 ,BROWNING AVE,FLINT,48507
LG19754,3/2/2016,Lead,0,Copper,100,240 ,BROWNING AVE,FLINT,48507
LG24214,3/16/2016,Lead,0,Copper,90,240,BROWNING AVE,FLINT,48507
LG30372,3/31/2016,Lead,0,Copper,0,240,BROWNING AVE,FLINT,48507
LG35824,4/14/2016,Lead,0,Copper,0,240,BROWNING AVE,FLINT,48507
LG24548,3/16/2016,Lead,0,Copper,0,246,BROWNING AVE,FLINT,48507
LG01433,1/21/2016,Lead,0,Copper,0,326 ,BROWNING AVE,FLINT,48507
LG11354,2/9/2016,Lead,0,Copper,60,330 ,BROWNING AVE,FLINT,48507
LG00587,1/19/2016,Lead,1,Copper,110,334 ,BROWNING AVE,FLINT,
LF88305,10/20/2015,Lead,1,Copper,0,341 ,BROWNING AVE,FLINT,48507
LG03510,1/25/2016,Lead,3,Copper,80,341 ,BROWNING AVE,FLINT,48507
LG02491,1/22/2016,Lead,2,Copper,140,353 ,BROWNING AVE,FLINT,48507
LG02152,1/21/2016,Lead,0,Copper,0,110 ,BRUCE ST,FLINT,48503
LG16928,2/23/2016,Lead,0,Copper,0,121 ,BRUCE ST,FLINT,48503
LG03766,1/25/2016,Lead,0,Copper,0,136 ,BRUCE ST,FLINT,48503
LG09419,2/4/2016,Lead,1,Copper,0,143 ,BRUCE ST,FLINT,
LG18405,2/26/2016,Lead,0,Copper,0,143 ,BRUCE ST,FLINT,48503
LG06197,1/29/2016,Lead,18,Copper,60,144 ,BRUCE ST,FLINT,
LG06568,1/31/2016,Lead,0,Copper,0,145 ,BRUCE ST,FLINT,48503
LG06654,1/31/2016,Lead,1,Copper,0,145 ,BRUCE ST,FLINT,48503
LG09661,2/5/2016,Lead,0,Copper,130,2613 ,BRUNSWICK AVE,FLINT,48507
LG13004,2/12/2016,Lead,1,Copper,0,3305 ,BRUNSWICK AVE,FLINT,48507
LG07574,2/2/2016,Lead,1,Copper,0,3410 ,BRUNSWICK AVE,FLINT,48507
LG09755,2/5/2016,Lead,0,Copper,0,3413 ,BRUNSWICK AVE,FLINT,
LG18630,2/27/2016,Lead,44,Copper,0,3518 ,BRUNSWICK AVE,FLINT,48507
LG07578,2/2/2016,Lead,0,Copper,0,3617 ,BRUNSWICK AVE,FLINT,48507
LG22693,3/12/2016,Lead,10,Copper,0,3702,BRUNSWICK AVE,FLINT,48506
LG37724,4/20/2016,Lead,8,Copper,0,3702,BRUNSWICK AVE,FLINT,48506
LG39817,4/27/2016,Lead,6,Copper,0,3705,BRUNSWICK AVE,FLINT,48507
LG07057,2/1/2016,Lead,1,Copper,0,3709 ,BRUNSWICK AVE,FLINT,48507
LG00915,1/20/2016,Lead,0,Copper,0,3710 ,BRUNSWICK AVE,FLINT,48507
LG18043,2/24/2016,Lead,0,Copper,190,3810 ,BRUNSWICK AVE,FLINT,48507
LG07757,2/2/2016,Lead,1,Copper,70,3906 ,BRUNSWICK AVE,FLINT,48507
LG07689,2/2/2016,Lead,2,Copper,130,4018 ,BRUNSWICK AVE,FLINT,48507
LG15563,2/18/2016,Lead,0,Copper,0,4206 ,BRUNSWICK AVE,FLINT,48507
LG18810,2/29/2016,Lead,10,Copper,120,4506 ,BRUNSWICK AVE,FLINT,48507
LG02340,1/22/2016,Lead,1,Copper,100,4509 ,BRUNSWICK AVE,FLINT,48507
LG16503,2/22/2016,Lead,2,Copper,170,4514 ,BRUNSWICK AVE,FLINT,48507
LG02958,1/23/2016,Lead,0,Copper,110,4517 ,BRUNSWICK AVE,FLINT,48507
LG25419,3/19/2016,Lead,0,Copper,0,4610,BRUNSWICK AVE,FLINT,48507
LG08467,2/3/2016,Lead,2,Copper,120,710 ,BRYAN PL,FLINT,48503
LG03457,1/25/2016,Lead,0,Copper,0,725 ,BRYAN PL APT #1,FLINT,
LG34418,4/11/2016,Lead,3,Copper,0,3123,BRYN MAUR PL,FLINT,48504
LG16206,2/20/2016,Lead,1,Copper,180,3202 ,BRYN MAUR PL,FLINT,48504
LG10501,2/7/2016,Lead,0,Copper,0,3206 ,BRYN MAUR PL,FLINT,48504
LG07095,2/1/2016,Lead,10,Copper,90,3111 ,BRYN MAWR PL,FLINT,48504
LG16588,2/22/2016,Lead,0,Copper,0,3114 ,BRYN MAWR PL,FLINT,48504
LG46209,5/19/2016,Lead,3,Copper,90,3201,BRYN MAWR PL,FLINT,48505
LG50607,6/7/2016,Lead,4,Copper,0,3201,BRYN MAWR PL,FLINT,48504
LG06304,1/30/2016,Lead,1,Copper,0,3205 ,BRYN MAWR PL,FLINT,48504
LG08582,2/3/2016,Lead,0,Copper,450,3209 ,BUCK ST (28),FLINT,48505
LG06217,1/29/2016,Lead,0,Copper,0,301 ,BUCKINGHAM AVE,FLINT,48507
LG24992,3/17/2016,Lead,20,Copper,150,301,BUCKINGHAM AVE,FLINT,48507
LF93580,11/24/2015,Lead,0,Copper,0,312 ,BUCKINGHAM AVE,FLINT,48507
LG23445,3/15/2016,Lead,6,Copper,60,312,BUCKINGHAM AVE,FLINT,48507
LG02843,1/23/2016,Lead,0,Copper,220,313 ,BUCKINGHAM AVE,FLINT,48507
LG18619,2/27/2016,Lead,0,Copper,60,313 ,BUCKINGHAM AVE,FLINT,48507
LF87040,10/8/2015,Lead,74,Copper,90,318 ,BUCKINGHAM AVE,FLINT,48507
LG13654,2/16/2016,Lead,10,Copper,70,318 ,BUCKINGHAM AVE,FLINT,48507
LG19737,3/2/2016,Lead,7,Copper,70,318 ,BUCKINGHAM AVE,FLINT,48507
LG24777,3/17/2016,Lead,10,Copper,90,318,BUCKINGHAM AVE,FLINT,48507
LG29701,3/30/2016,Lead,2,Copper,0,318,BUCKINGHAM AVE,FLINT,48507
LG35812,4/14/2016,Lead,0,Copper,0,318,BUCKINGHAM AVE,FLINT,48507
LG42139,5/3/2016,Lead,15,Copper,70,318,BUCKINGHAM AVE,FLINT,48507
LG04546,1/26/2016,Lead,0,Copper,0,328 ,BUCKINGHAM AVE,FLINT,48507
LF99147,1/7/2016,Lead,0,Copper,0,333 ,BUCKINGHAM AVE,FLINT,
LG13295,2/14/2016,Lead,0,Copper,0,333 ,BUCKINGHAM AVE,FLINT,48507
LF87379,10/13/2015,Lead,0,Copper,0,336 ,BUCKINGHAM AVE,FLINT,
LG03509,1/25/2016,Lead,4,Copper,0,336 ,BUCKINGHAM AVE,FLINT,48507
LG15399,2/18/2016,Lead,0,Copper,0,336 ,BUCKINGHAM AVE,FLINT,48507
LG16163,2/20/2016,Lead,0,Copper,70,336 ,BUCKINGHAM AVE,FLINT,***
LF87049,10/8/2015,Lead,2,Copper,70,337 ,BUCKINGHAM AVE,FLINT,48507
LF87409,10/13/2015,Lead,3,Copper,0,340 ,BUCKINGHAM AVE,FLINT,
LG12616,2/12/2016,Lead,1,Copper,0,340 ,BUCKINGHAM AVE,FLINT,48507
LG03102,1/24/2016,Lead,2,Copper,150,345 ,BUCKINGHAM AVE,FLINT,48507
LG06328,1/30/2016,Lead,0,Copper,190,357 ,BUCKINGHAM AVE,FLINT,48507
LF87391,10/13/2015,Lead,2,Copper,70,360 ,BUCKINGHAM AVE,FLINT,48507
LG06567,1/31/2016,Lead,10,Copper,90,364 ,BUCKINGHAM AVE,FLINT,48507
LG05224,1/27/2016,Lead,0,Copper,70,365 ,BUCKINGHAM AVE,FLINT,48507
LG43668,5/10/2016,Lead,0,Copper,0,365,BUCKINGHAM AVE,FLINT,48507
LG22695,3/12/2016,Lead,19,Copper,210,368,BUCKINGHAM AVE,FLINT,48507
LG07502,2/2/2016,Lead,2,Copper,0,402 ,BUCKINGHAM AVE,FLINT,48507
LG11986,2/10/2016,Lead,0,Copper,0,402 ,BUCKINGHAM AVE,FLINT,48507
LG02874,1/23/2016,Lead,1,Copper,0,416 ,BUCKINGHAM AVE,FLINT,48507
LG02208,1/21/2016,Lead,0,Copper,60,420 ,BUCKINGHAM AVE,FLINT,48507
LG09131,2/4/2016,Lead,10,Copper,300,428 ,BUCKINGHAM AVE,FLINT,48507
LG11471,2/9/2016,Lead,1,Copper,100,439 ,BUCKINGHAM AVE,FLINT,48507
LG21909,3/9/2016,Lead,0,Copper,0,439,BUCKINGHAM AVE,FLINT,48507
LG45465,5/17/2016,Lead,2,Copper,160,444,BUCKINGHAM AVE,FLINT,48507
LG03097,1/24/2016,Lead,3,Copper,50,524 ,BUCKINGHAM AVE,FLINT,48507
LG12285,2/11/2016,Lead,0,Copper,0,540 ,BUCKINGHAM AVE,FLINT,48507
LG19182,3/1/2016,Lead,1,Copper,0,545 ,BUCKINGHAM AVE,FLINT,48507
LG03445,1/25/2016,Lead,0,Copper,90,549 ,BUCKINGHAM AVE,FLINT,48507
LG22709,3/12/2016,Lead,0,Copper,0,602,BUCKINGHAM AVE,FLINT,48507
LG28222,3/25/2016,Lead,3,Copper,80,609,BUCKINGHAM AVE,BURTON,48507
LG06194,1/29/2016,Lead,6,Copper,320,613 ,BUCKINGHAM AVE,FLINT,48507
LG01411,1/21/2016,Lead,1,Copper,0,622 ,BUCKINGHAM AVE,FLINT,48507
LG05920,1/29/2016,Lead,0,Copper,110,625 ,BUCKINGHAM AVE,FLINT,48507
LG17007,2/23/2016,Lead,1,Copper,0,630 ,BUCKINGHAM AVE,FLINT,48507
LG14886,2/17/2016,Lead,4,Copper,150,713 ,BUCKINGHAM AVE,FLINT,48507
LG17865,2/24/2016,Lead,2,Copper,100,716 ,BUCKINGHAM AVE,FLINT,48507
LG07875,2/2/2016,Lead,1,Copper,60,718 ,BUCKINGHAM AVE,FLINT,48507
LG07734,2/2/2016,Lead,0,Copper,60,811 ,BUCKINGHAM AVE,FLINT,48507
LG05287,1/27/2016,Lead,0,Copper,0,901 ,BUCKINGHAM AVE,FLINT,48507
LG05289,1/27/2016,Lead,0,Copper,50,905 ,BUCKINGHAM AVE,FLINT,48507
LG05194,1/27/2016,Lead,0,Copper,0,909 ,BUCKINGHAM AVE,FLINT,48507
LG42063,5/3/2016,Lead,0,Copper,90,916,BUCKINGHAM AVE,FLINT,48507
LF93559,11/24/2015,Lead,5,Copper,190,318 ,BUCKINGHAM AVE #1,FLINT,
LF93552,11/24/2015,Lead,42,Copper,50,318 ,BUCKINGHAM AVE #3,FLINT,48507
LF93553,11/24/2015,Lead,9,Copper,0,318 ,BUCKINGHAM AVE #4,FLINT,48507
LF93558,11/24/2015,Lead,5,Copper,0,318 ,BUCKINGHAM AVE #5,FLINT,48507
LF93551,11/24/2015,Lead,3,Copper,70,318 ,BUCKINGHAM AVE (#2),FLINT,48507
LF93550,11/24/2015,Lead,0,Copper,0,318 ,BUCKINGHAM AVE /FILTER,FLINT,48505
LG55289,6/23/2016,Lead,0,Copper,0,4901,BUICK CRT,FLINT,48505
LG08556,2/3/2016,Lead,0,Copper,220,3209 ,BUICK ST,FLINT,48505
LG39924,4/27/2016,Lead,0,Copper,270,3229,BUICK ST,FLINT,48505
LG03166,1/24/2016,Lead,0,Copper,80,3304 ,BUICK ST,FLINT,48505
LG43609,5/10/2016,Lead,125,Copper,"1,730",3304,BUICK ST,FLINT,48505
LG17400,2/24/2016,Lead,2,Copper,90,3308 ,BUICK ST,FLINT,48505
LG23811,3/16/2016,Lead,5,Copper,0,3308,BUICK ST,FLINT,48505
LG13360,2/15/2016,Lead,46,Copper,120,3312 ,BUICK ST,FLINT,48503
LG06126,1/29/2016,Lead,0,Copper,0,3318 ,BUICK ST,FLINT,48505
LG02074,1/21/2016,Lead,2,Copper,80,3402 ,BUICK ST,FLINT,48505
LG22523,3/11/2016,Lead,79,Copper,60,3909,BUICK ST,FLINT,48505
LG21810,3/9/2016,Lead,0,Copper,690,3209,BUICK ST # 98,FLINT,48505
LG21804,3/9/2016,Lead,12,Copper,1240,3209,BUICK ST #1,FLINT,48505
LG26877,3/22/2016,Lead,0,Copper,370,3221,BUICK ST #100,FLINT,48505
LG21811,3/9/2016,Lead,0,Copper,450,3209,BUICK ST #103,FLINT,48505
LG39917,4/27/2016,Lead,0,Copper,300,3217,BUICK ST #106,FLINT,48505
LG39928,4/27/2016,Lead,0,Copper,190,3213,BUICK ST #109,FLINT,48505
LG39913,4/27/2016,Lead,0,Copper,140,3213,BUICK ST #112,FLINT,48505
LG21817,3/9/2016,Lead,0,Copper,650,3209,BUICK ST #116,FLINT,48505
LG22414,3/11/2016,Lead,0,Copper,340,3209,BUICK ST #119,FLINT,48505
LG21806,3/9/2016,Lead,1,Copper,820,3209,BUICK ST #12,FLINT,48505
LG39926,4/27/2016,Lead,0,Copper,300,3225,BUICK ST #121,FLINT,48505
LG07658,2/2/2016,Lead,0,Copper,120,3225 ,BUICK ST #123,FLINT,48505
LG26888,3/22/2016,Lead,0,Copper,290,3313,BUICK ST #14,FLINT,48505
LG39923,4/27/2016,Lead,0,Copper,200,3313,BUICK ST #16,FLINT,48505
