Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
2002,Jean-Sebastien Giguere\gigueje01,25,MDA,65,,34,22,6,145,1820,1675,0.92,2.3,8,13.5,3775,,,,87,20.92,0,0,0,8
2002,John Grahame\grahajo01,27,TOT,40,,17,14,6,95,1049,954,0.909,2.45,3,6.5,2266,,,,99,0.63,0,2,2,11
2002,John Grahame\grahajo01,27,BOS,23,,11,9,2,61,625,564,0.902,2.71,1,3.3,1352,,,,107,-4.02,0,2,2,2
2002,John Grahame\grahajo01,27,TBL,17,,6,5,4,34,424,390,0.92,2.09,2,3.1,914,,,,88,4.65,0,0,0,9
2002,Jeff Hackett\hackeje01,34,TOT,36,,15,17,2,98,1106,1008,0.911,2.78,1,7.1,2054,,,,97,2.83,0,0,0,2
2002,Jeff Hackett\hackeje01,34,MTL,18,,7,8,2,45,606,561,0.926,2.54,0,4.9,1063,,,,81,10.24,0,0,0,0
2002,Jeff Hackett\hackeje01,34,BOS,18,,8,9,0,53,500,447,0.894,3.03,1,2.2,991,,,,116,-7.42,0,0,0,2
2002,Johan Hedberg\hedbejo01,29,PIT,41,,14,22,4,126,1197,1071,0.895,3.06,1,5.4,2410,,,,115,-16.88,0,2,2,18
2002,Corey Hirsch\hirscco01,30,DAL,2,,0,1,0,4,39,35,0.897,2.46,0,0.2,97,,,,,,0,0,0,0
2002,Milan Hnilicka\hnilimi01,29,ATL,21,,4,13,1,65,605,540,0.893,3.56,0,2.6,1097,,,,118,-9.85,0,0,0,2
2002,Kevin Hodson\hodsoke01,30,TBL,7,,0,3,1,12,101,89,0.881,2.55,0,0.3,283,,,,,,0,0,0,2
2002,Johan Holmqvist\holmqjo01,24,NYR,1,,0,1,0,2,18,16,0.889,3.08,0,0.1,39,,,,,,0,0,0,0
2002,Cristobal Huet\huetcr01,27,LAK,12,,4,4,1,21,241,220,0.913,2.37,1,1.6,541,,,,,,0,0,0,0
2002,Jani Hurme\hurmeja01,28,FLA,28,,4,11,6,66,707,641,0.907,2.88,1,4.1,1376,,,,102,-1.55,0,0,0,2
2002,Arturs Irbe\irbear01,35,CAR,34,,7,24,2,100,816,716,0.877,3.18,0,2,1884,,,,134,-25.61,0,0,0,4
2002,Brent Johnson\johnsbr02,25,STL,38,,16,13,5,84,844,760,0.9,2.47,2,4.3,2042,,,,109,-7.06,0,1,1,2
2002,Curtis Joseph\josepcu01,35,DET,61,,34,19,6,148,1676,1528,0.912,2.45,5,10.7,3566,,,,97,4.79,0,0,0,4
2002,Nikolai Khabibulin\khabini01,30,TBL,65,,30,22,11,156,1760,1604,0.911,2.47,4,11.2,3787,,,,97,4.45,0,3,3,8
2002,Trevor Kidd\kiddtr01,30,TOR,19,,6,10,2,59,565,506,0.896,3.1,0,2.6,1143,,,,115,-7.49,0,0,0,0
2002,Miikka Kiprusoff\kiprumi01,26,SJS,22,,5,14,0,65,537,472,0.879,3.25,1,1.4,1199,,,,133,-16.05,0,0,0,0
2002,Dieter Kochan\kochadi01,28,MIN,1,,0,1,0,5,28,23,0.821,5,0,-0.1,60,,,,,,0,0,0,0
2002,Olaf Kolzig\kolziol01,32,WSH,66,,33,25,6,156,1925,1769,0.919,2.37,4,13.9,3894,,,,89,19.49,0,0,0,0
2002,Evgeny Konstantinov\konstev01,21,TBL,1,,0,0,0,1,6,5,0.833,3,0,0,20,,,,,,0,0,0,2
2002,Jean-Francois Labbe\labbeje01,30,CBJ,11,,2,4,0,27,233,206,0.884,3.59,0,0.8,451,,,,,,0,0,0,2
2002,Patrick Lalime\lalimpa01,28,OTT,67,,39,20,7,142,1591,1449,0.911,2.16,8,10,3943,,,,98,3.04,0,1,1,6
2002,Jan Lasak\lasakja01,23,NSH,3,,0,1,0,5,39,34,0.872,3.32,0,0.1,90,,,,,,0,0,0,0
2002,Manny Legace\legacma01,29,DET,25,,14,5,4,51,681,630,0.925,2.08,0,5.4,1406,,,,82,11.08,0,1,1,2
2002,Michael Leighton\leighmi01,21,CHI,8,,2,3,2,21,241,220,0.913,2.82,1,1.6,447,,,,,,0,0,0,0
2002,Roberto Luongo\luongro01,23,FLA,65,,20,34,7,164,2011,1847,0.918,2.66,6,14.4,3627,,,,89,19.33,0,0,0,4
2002,Jussi Markkanen\markkju01,27,EDM,22,,7,8,3,51,533,482,0.904,2.59,3,3,1180,,,,105,-2.41,0,1,1,2
2002,Jamie McLennan\mclenja01,31,CGY,22,,2,11,4,58,537,479,0.892,2.99,0,2.2,1165,,,,118,-9.05,0,0,0,14
2002,Ryan Miller\millery01,22,BUF,15,,6,8,1,40,410,370,0.902,2.63,1,2.2,912,,,,107,-2.62,0,0,0,0
2002,Tyler Moss\mossty01,27,VAN,1,,0,0,0,1,14,13,0.929,2.67,0,0.1,22,,,,,,0,0,0,0
2002,Evgeni Nabokov\nabokev01,27,SJS,55,,19,28,8,146,1561,1415,0.906,2.71,3,9.1,3227,,,,103,-3.7,0,0,0,10
2002,Mika Noronen\noronmi01,23,BUF,16,,4,9,3,36,411,375,0.912,2.42,1,2.7,891,,,,96,1.47,0,0,0,0
2002,Pasi Nurminen\nurmipa01,27,ATL,52,,21,19,5,137,1452,1315,0.906,2.9,2,8.3,2856,,,,103,-4.63,0,3,3,4
2002,Chris Osgood\osgooch01,30,TOT,46,,21,17,6,124,1153,1029,0.892,2.95,4,4.9,2525,,,,118,-18.89,0,0,0,12
2002,Chris Osgood\osgooch01,30,NYI,37,,17,14,4,97,912,815,0.894,2.92,2,4,1993,,,,117,-13.86,0,0,0,12
2002,Chris Osgood\osgooch01,30,STL,9,,4,3,2,27,241,214,0.888,3.05,2,0.9,532,,,,,,0,0,0,0
2002,Steve Passmore\passmst01,30,CHI,11,,2,5,2,38,284,246,0.866,3.7,0,0.3,617,,,,,,0,0,0,4
2002,Jean-Marc Pelletier\pelleje01,24,PHX,2,,0,2,0,6,48,42,0.875,3.04,0,0.1,119,,,,,,0,0,0,0
